Epoch,Batch,Loss
3,32,5.461578369140625
3,33,5.25471830368042
3,34,4.750129222869873
3,35,5.854973316192627
3,36,5.627539157867432
3,37,3.5446701049804688
3,38,3.907681941986084
3,39,4.920481204986572
3,40,5.189645767211914
3,41,5.107169151306152
3,42,4.557891845703125
3,43,5.213786602020264
3,44,5.4812331199646
3,45,4.494507312774658
3,46,6.527356147766113
3,47,5.0636515617370605
3,48,5.6890034675598145
3,49,5.995416641235352
3,50,4.7179670333862305
3,51,4.394110202789307
3,52,5.739394664764404
3,53,4.490680694580078
3,54,5.886236667633057
3,55,5.856925010681152
3,56,5.2523512840271
3,57,5.187582969665527
3,58,5.2935261726379395
3,59,5.215430736541748
3,60,5.139856338500977
3,61,5.07470178604126
3,62,4.859984397888184
3,63,5.5465312004089355
3,64,4.994721412658691
3,65,4.624917507171631
3,66,5.706756591796875
3,67,5.237359523773193
3,68,5.816192626953125
3,69,4.98497200012207
3,70,4.2308349609375
3,71,3.6029534339904785
3,72,6.083423614501953
3,73,4.554142951965332
3,74,4.340582847595215
3,75,3.7824718952178955
3,76,4.429968357086182
3,77,5.273017406463623
3,78,5.741566181182861
3,79,4.640768051147461
3,80,5.719474792480469
3,81,3.820190191268921
3,82,5.407169818878174
3,83,7.036267280578613
3,84,5.631200313568115
3,85,6.7201714515686035
3,86,4.342868804931641
3,87,4.879953861236572
3,88,5.023293972015381
3,89,6.560819149017334
3,90,4.220067501068115
3,91,5.362760066986084
3,92,4.942389011383057
3,93,5.599986553192139
3,94,4.578852653503418
3,95,5.128737449645996
3,96,5.1402812004089355
3,97,5.8211894035339355
3,98,4.371318817138672
3,99,6.172032833099365
3,100,4.743214130401611
